Case Number,Address House Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Zip,Date Case Generated,Date Case Closed,Case Type,Response Days,Status of Case,lat,long
698590,214,E,FLORENCE,AVE,90003,10/15/2015,,CNAP,,O,33.97454,-118.27122
698593,15957,W,ASILOMAR,BLVD,90272,10/15/2015,,GENERAL,,O,34.04039,-118.53781
698600,659,W,O'FARRELL,ST,90731,10/16/2015,,GENERAL,,O,33.74591,-118.29136
698604,1319,E,ROBIDOUX,ST,90744,10/16/2015,,GENERAL,,O,33.78858,-118.24717
698605,1359,W,17TH,ST,90732,10/16/2015,,GENERAL,,O,33.72874,-118.30735
698581,9254,S,CENTRAL,AVE,90002,10/15/2015,,GENERAL,,O,33.95202,-118.25537
737079,320,W,65TH,ST,90003,9/21/2016,,GENERAL,,O,33.98055,-118.27915
737080,331,W,58TH,ST,90037,9/21/2016,,GENERAL,,O,33.98984,-118.27951
737081,928,W,54TH,ST,90037,9/21/2016,,GENERAL,,O,33.99301,-118.29032
737082,1852,S,LA CIENEGA,BLVD,90035,9/21/2016,,VEIP,,O,34.04304,-118.37624
698672,20465,W,MIRANDA,ST,91367,10/16/2015,,GENERAL,,O,34.17331,-118.57995
698606,1234,W,256TH,ST,90710,10/16/2015,,GENERAL,,O,33.79178,-118.29886
698607,1311,W,227TH,ST,90501,10/16/2015,,GENERAL,,O,33.82026,-118.29979
698608,22545,S,NORMANDIE,AVE,90501,10/16/2015,,GENERAL,,O,33.82091,-118.29919
698611,6335,W,WARNER,DR,90048,10/16/2015,,GENERAL,,O,34.06274,-118.36773
698634,12300,W,BRANFORD,ST,91352,10/16/2015,,VEIP,,O,34.24974,-118.40084
698680,1611,N,EL CENTRO,AVE,90028,10/16/2015,,CITATIONS,,O,34.10019,-118.32386
698683,4615,N,ALONZO,AVE,91316,10/17/2015,,GENERAL,,O,34.15383,-118.52035
698685,8113,N,LEMONA,AVE,91402,10/19/2015,,CNAP,,O,34.21832,-118.46026
698687,1045,W,24TH,ST,90007,10/19/2015,,GENERAL,,O,34.03411,-118.28331
698689,644,S,IRVING,BLVD,90010,10/19/2015,,GENERAL,,O,34.06197,-118.31833
698691,219,W,108TH,ST,90003,10/19/2015,6/30/2016,GENERAL,255,O,33.93844,-118.27691
698748,1618,S,COTNER,AVE,90025,10/19/2015,,GENERAL,,O,34.04782,-118.44651
698749,1000,S,GLENDON,AVE,90024,10/19/2015,,GENERAL,,O,34.06229,-118.44392
698757,2317,S,12TH,AVE,90018,10/19/2015,,GENERAL,,O,34.0358,-118.33096
698761,13701,W,KAGEL CANYON,ST,91331,10/19/2015,,GENERAL,,O,34.24335,-118.4318
737083,1862,S,LA CIENEGA,BLVD,90035,9/21/2016,,VEIP,,O,34.04276,-118.3762
737085,3720,N,STONE CANYON,AVE,91403,9/21/2016,,GENERAL,,O,34.13847,-118.45885
737088,12551,W,CASWELL,AVE,90066,9/21/2016,,GENERAL,,O,33.99948,-118.43451
698727,7922,N,RADFORD,AVE,91605,10/19/2015,,PACE,,O,,
698789,1372,E,21ST,ST,90011,10/20/2015,,GENERAL,,O,34.02113,-118.25039
698791,10842,W,VICTORY,BLVD,91606,10/20/2015,,CNAP,,O,34.18653,-118.36745
698800,6200,W,SUNSET,BLVD,90028,10/20/2015,,VEIP,,O,34.09785,-118.32392
698802,956,S,3RD,AVE,90019,10/20/2015,,GENERAL,,O,34.05375,-118.31671
698883,1282,N,CALLE DE SEVILLA,,90272,10/20/2015,,GENERAL,,O,34.06913,-118.55888
698894,10038,N,BEVIS,AVE,91345,10/21/2015,,GENERAL,,O,34.25296,-118.4553
698900,1179,W,28TH,ST,90007,10/21/2015,,GENERAL,,O,34.02948,-118.28629
698901,12924,W,CORRENTI,ST,91331,10/21/2015,,GENERAL,,O,34.24811,-118.41399
698775,926,E,53RD,ST,90011,10/20/2015,,GENERAL,,O,33.99418,-118.25929
698778,1026,W,60TH,PL,90044,10/20/2015,,GENERAL,,O,33.9849,-118.29242
698782,242,E,82ND,ST,90003,10/20/2015,,GENERAL,,O,33.96529,-118.27028
698772,163,N,GROVERTON,PL,90077,10/20/2015,,GENERAL,,O,34.07515,-118.44924
698808,4208,W,CAMERO,AVE,90027,10/20/2015,,GENERAL,,O,34.10079,-118.28233
737089,3774,S,COLONIAL,AVE,90066,9/21/2016,,GENERAL,,O,34.00418,-118.43505
737090,8443,S,NAYLOR,AVE,90045,9/21/2016,,GENERAL,,O,33.96147,-118.39556
737091,9509,N,JELLICO,AVE,91325,9/21/2016,,GENERAL,,O,34.24348,-118.51908
699527,14062,N,BALBOA,BLVD,91342,10/22/2015,,GENERAL,,O,34.32065,-118.4882
698960,341,W,62ND,ST,90003,10/21/2015,,GENERAL,,O,33.98344,-118.27975
699550,4612,S,MENLO,AVE,90037,10/22/2015,,GENERAL,,O,34.00126,-118.28952
699555,9110,S,RAYFORD,DR,90045,10/22/2015,,GENERAL,,O,33.95398,-118.42251
699558,6115,E,MOUNT ANGELUS,DR,90042,10/22/2015,,GENERAL,,O,34.11392,-118.189
699559,12209,W,HART,ST,91605,10/22/2015,,GENERAL,,O,34.19768,-118.39908
699574,5210,E,GLEN ELLEN,PL,90042,10/22/2015,,GENERAL,,O,34.10335,-118.19615
699588,4430,S,STAUNTON,AVE,90058,10/22/2015,,VEIP,,O,34.00307,-118.24185
699590,7905,N,VAN NUYS,BLVD,91402,10/22/2015,,VEIP,,O,34.21446,-118.44897
699591,7905,N,VAN NUYS,BLVD,91402,10/22/2015,,VEIP,,O,34.21446,-118.44897
699592,7905,N,VAN NUYS,BLVD,91402,10/22/2015,,VEIP,,O,34.21446,-118.44897
699593,7905,N,VAN NUYS,BLVD,91402,10/22/2015,,VEIP,,O,34.21446,-118.44897
699594,1945,S,FLOWER,ST,90007,10/22/2015,,VEIP,,O,34.03264,-118.27186
699595,7905,N,VAN NUYS,BLVD,91402,10/22/2015,,VEIP,,O,34.21446,-118.44897
699596,3109,S,STANFORD,AVE,90292,10/22/2015,,GENERAL,,O,33.98826,-118.44783
699636,817,W,112TH,ST,90044,10/22/2015,,GENERAL,,O,33.93348,-118.28923
698961,738,E,78TH,ST,90001,10/21/2015,,GENERAL,,O,33.96834,-118.26163
699517,208,E,90TH,ST,90003,10/21/2015,,GENERAL,,O,33.95457,-118.27133
699540,6735,N,VAN NUYS,BLVD,91405,10/22/2015,,GENERAL,,O,34.19311,-118.44904
699548,4901,E,MERIDIAN,ST,90042,10/22/2015,,GENERAL,,O,34.12283,-118.20852
737092,309,S,PECAN,ST,90033,9/21/2016,,GENERAL,,O,34.04493,-118.22202
737116,1860,W,MIDDLETON,PL,90062,9/21/2016,,GENERAL,,O,34.01544,-118.31543
699637,966,S,VERMONT,AVE,90006,10/22/2015,,GENERAL,,O,34.05346,-118.29145
699641,1260,S,MUIRFIELD,ROAD,90019,10/22/2015,,GENERAL,,O,34.04992,-118.33413
699642,1071,S,LA BREA,AVE,90019,10/22/2015,,GENERAL,,O,34.05545,-118.34456
699643,1949,W,WASHINGTON,BLVD,90006,10/22/2015,,GENERAL,,O,34.04013,-118.30155
699644,6719,N,SEPULVEDA,BLVD,91406,10/23/2015,,CNAP,,O,34.19275,-118.46645
699674,15650,W,SHERMAN,WAY,91406,10/23/2015,,VEIP,,O,34.20096,-118.47437
699682,4322,S,VAN BUREN,PL,90037,10/23/2015,,GENERAL,,O,34.00485,-118.29682
699685,1641,E,41ST,PL,90011,10/23/2015,,GENERAL,,O,34.00741,-118.24421
699688,5036,S,LONG BEACH,AVE,90058,10/23/2015,,GENERAL,,O,33.99671,-118.24303
699689,4216,S,ASCOT,AVE,90011,10/23/2015,,GENERAL,,O,34.00628,-118.24957
699691,5750,W,MELROSE,AVE,90004,10/23/2015,,GENERAL,,O,34.08338,-118.32508
699692,5876,W,BOWCROFT,ST,90016,10/23/2015,,GENERAL,,O,34.01911,-118.37513
700297,2016,N,ROCKFORD,ROAD,90039,10/24/2015,,GENERAL,,O,34.09424,-118.26246
700298,116,N,LAKE,ST,90026,10/24/2015,,GENERAL,,O,34.06756,-118.27088
700302,4935,N,ZELZAH,AVE,91316,10/24/2015,,GENERAL,,O,34.1594,-118.52305
699679,14356,W,CALVERT,ST,91401,10/23/2015,,GENERAL,,O,34.18154,-118.44629
699638,10605,S,AVALON,BLVD,90003,10/22/2015,12/3/2015,GENERAL,42,O,33.93992,-118.2654
700300,1637,N,VISTA,ST,90046,10/24/2015,,GENERAL,,O,34.10093,-118.35199
737121,8657,N,VALLEY FLORES,DR,91304,9/22/2016,,GENERAL,,O,34.22747,-118.64898
700306,2710,N,EASTERN,AVE,90032,10/26/2015,,GENERAL,,O,34.07804,-118.17786
700310,,,,,,10/26/2015,,GENERAL,,O,,
700314,3809,N,BOBSTONE,DR,91423,10/26/2015,,GENERAL,,O,34.13849,-118.42988
700374,776,N,PHEASANT,DR,90065,10/27/2015,,GENERAL,,O,34.10628,-118.2129
700376,2639,N,PIRTLE,ST,90039,10/27/2015,,GENERAL,,O,34.09751,-118.24494
700379,501,N,LILLIAN,WAY,90004,10/27/2015,,GENERAL,,O,34.07922,-118.32851
700384,541,N,LILLIAN,WAY,90004,10/27/2015,,GENERAL,,O,34.08009,-118.32851
700425,4016,N,PUEBLO,AVE,90032,10/27/2015,,GENERAL,,O,34.09355,-118.17598
700468,4022,N,PUEBLO,AVE,90032,10/27/2015,,GENERAL,,O,34.09368,-118.17592
700492,1923,E,NEW JERSEY,ST,90033,10/28/2015,,GENERAL,,O,34.04898,-118.21493
700494,7027,W,CHARRICK,PL,91042,10/28/2015,,GENERAL,,O,34.23853,-118.28417
700497,156,S,LAS PALMAS,AVE,90004,10/28/2015,,GENERAL,,O,34.07199,-118.33578
700498,151,N,POINSETTIA,PL,90036,10/28/2015,,GENERAL,,O,34.07514,-118.34878
700317,4124,E,MERCURY,AVE,90031,10/26/2015,,GENERAL,,O,34.08485,-118.19674
700475,20557,W,CALIFA,ST,91367,10/27/2015,,GENERAL,,O,34.17606,-118.58178
700471,1617,N,GARDNER,ST,90046,10/27/2015,,GENERAL,,O,34.10033,-118.35301
700489,2293,N,BRONSON HILL,DR,90068,10/28/2015,,GENERAL,,O,34.11233,-118.31614
700525,161,N,AVENUE 18,,90031,10/28/2015,,GENERAL,,O,34.07475,-118.22455
700528,8760,N,RESEDA,BLVD,91324,10/28/2015,,VEIP,,O,34.23043,-118.53585
700530,1340,E,MONTECITO,DR,90031,10/28/2015,,GENERAL,,O,34.08913,-118.19703
700536,5357,E,VALLEY,BLVD,90032,10/28/2015,,VEIP,,O,34.07474,-118.16688
700822,11232,W,VANOWEN,ST,91605,10/28/2015,,VEIP,,O,,
700826,2222,S,WEST,BLVD,90016,10/28/2015,,GENERAL,,O,34.03634,-118.33874
700830,3256,N,DOS PALOS,DR,90068,10/28/2015,,GENERAL,,O,34.12845,-118.3485
700527,8301,N,CANOGA,AVE,91304,10/28/2015,,GENERAL,,O,34.22025,-118.59769
700548,631,E,55TH,ST,90011,10/28/2015,,GENERAL,,O,33.99258,-118.26408
700637,18153,W,LEMAY,ST,91335,10/28/2015,,GENERAL,,O,34.19128,-118.52916
700673,919,E,61ST,ST,90001,10/28/2015,,GENERAL,,O,33.98458,-118.25891
700807,1528,S,DUNSMUIR,AVE,90019,10/28/2015,,GENERAL,,O,34.04555,-118.35473
700531,2523,N,WILD OAK,DR,90068,10/28/2015,,GENERAL,,O,34.11626,-118.31109
700829,3416,N,FLOYD,TER,90068,10/28/2015,,GENERAL,,O,34.13404,-118.34365
700844,17530,W,COHASSET,ST,91406,10/29/2015,,GENERAL,,O,34.20673,-118.51542
701102,801,E,61ST,ST,90001,10/29/2015,,GENERAL,,O,33.98453,-118.26102
700876,3953,E,SEQUOIA,ST,90039,10/29/2015,,CNAP,,O,34.13631,-118.27161
700877,9988,W,REEVESBURY,DR,90210,10/29/2015,,GENERAL,,O,34.11135,-118.43709
700881,3959,E,SEQUOIA,ST,90039,10/29/2015,,CNAP,,O,34.13631,-118.27144
701116,2152,W,30TH,ST,90018,10/30/2015,,GENERAL,,O,34.02728,-118.31363
701120,3038,S,9TH,AVE,90018,10/30/2015,,GENERAL,,O,34.02644,-118.32702
701123,2918,S,VICTORIA,AVE,90016,10/30/2015,,GENERAL,,O,34.02874,-118.33621
701124,2507,S,HARCOURT,AVE,90016,10/30/2015,,GENERAL,,O,34.03363,-118.34583
737167,15517,W,WYANDOTTE,ST,91406,9/22/2016,,PACE,,O,34.20311,-118.47118
737174,14125,W,ARCHWOOD,ST,91405,9/22/2016,,GENERAL,,O,34.19305,-118.44091
737176,1159,E,28TH,ST,90011,9/22/2016,,GENERAL,,O,34.01609,-118.25376
737178,2621,N,GRIFFITH PARK,BLVD,90039,9/22/2016,,GENERAL,,O,34.10556,-118.27208
737180,4886,N,AVOCA,ST,90041,9/22/2016,,GENERAL,,O,34.13513,-118.19625
737127,15112,W,WYANDOTTE,ST,91405,9/22/2016,,PACE,,O,34.2029,-118.46217
701373,847,N,HOBART,BLVD,90029,10/31/2015,,GENERAL,,O,34.08599,-118.30524
701125,5247,W,ADAMS,BLVD,90016,10/30/2015,,GENERAL,,O,34.03265,-118.35676
701136,12762,W,SHERMAN,WAY,91605,10/30/2015,,VEIP,,O,34.20099,-118.41119
701137,8967,N,TELFAIR,AVE,91352,10/30/2015,,GENERAL,,O,34.23207,-118.39245
701369,11044,W,OPHIR,DR,90024,10/31/2015,,GENERAL,,O,34.06812,-118.45279
701372,140,S,ROSELAWN,PL,90042,10/31/2015,,GENERAL,,O,34.10735,-118.19433
701380,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701381,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701382,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701383,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701384,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701385,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701386,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
701387,7833,N,SEPULVEDA,BLVD,91406,11/2/2015,,VEIP,,O,34.21295,-118.4664
737206,1643,W,85TH,ST,90047,9/22/2016,,PACE,,O,33.96102,-118.30618
701394,14432,W,RAYEN,ST,91402,11/2/2015,,GENERAL,,O,34.23232,-118.44697
701397,7728,N,SHADYCOVE,AVE,91504,11/2/2015,,GENERAL,,O,34.21153,-118.34455
701400,1739,N,BANNING,BLVD,90744,11/2/2015,,GENERAL,,O,33.79876,-118.26013
701402,26232,S,ZEPHYR,AVE,90710,11/2/2015,,GENERAL,,O,33.78423,-118.30584
701405,3655,S,5TH,AVE,90018,11/2/2015,,GENERAL,,O,34.02127,-118.32252
701410,4774,W,ADAMS,BLVD,90016,11/2/2015,,VEIP,,O,34.03237,-118.3444
701411,4733,W,ADAMS,BLVD,90016,11/2/2015,,VEIP,,O,34.0327,-118.34399
701414,3205,N,DOS PALOS,DR,90068,11/2/2015,,GENERAL,,O,34.12716,-118.3482
