Case Number,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,lat,long,year
715613,14020,,W,HUBBARD,ST,,91342,3/30/2016,,219B153   102,GENERAL,North Valley,,O,34.30025,-118.43817,2016
715614,13520,,W,DYER,ST,,91342,3/30/2016,,228B157   958,GENERAL,North Valley,,O,34.31817,-118.42745,2016
715621,13401,,W,DYER,ST,,91342,3/30/2016,,228B157   614,GENERAL,North Valley,,O,34.32085,-118.42461,2016
715630,3903,,S,BURNSIDE,AVE,,90008,3/30/2016,,117B177   167,GENERAL,South Los Angeles,,O,34.01696,-118.36458,2016
738884,7252,,N,CAPISTRANO,AVE,,91307,10/3/2016,,186B101   943,GENERAL,South Valley,,O,34.20249,-118.61751,2016
738885,5472,,S,3RD,AVE,,90043,10/3/2016,,108B189  1006,GENERAL,South Los Angeles,,O,33.99111,-118.32022,2016
715632,11312,,W,VICTORY,BLVD,,91606,3/30/2016,,180B173   911,CNAP,South Valley,,O,34.18652,-118.37735,2016
715633,10463,,N,VENA,AVE,,91331,3/30/2016,,207B153   904,GENERAL,North Valley,,O,34.26077,-118.4418,2016
715634,8730,,S,MAIN,ST,,90003,3/30/2016,,096A205    94,GENERAL,South Los Angeles,,O,33.95819,-118.2737,2016
715655,7517,,S,NAYLOR,AVE,,90045,3/30/2016,,102B165   775,GENERAL,West Los Angeles,,O,33.97271,-118.39401,2016
715656,10530,,N,HADDON,AVE,,91331,3/30/2016,,207B157   922,GENERAL,North Valley,,O,34.26176,-118.42927,2016
715674,284,,W,18TH,ST,,90731,3/30/2016,,012B201   563,GENERAL,Harbor,,O,33.72797,-118.28324,2016
715676,10214,,W,BRADLEY,AVE,,91331,3/30/2016,,204B165   156,GENERAL,North Valley,,O,34.25594,-118.40437,2016
715679,1256,,W,48TH,ST,,90037,3/30/2016,,111B197   796,GENERAL,South Los Angeles,,O,33.99949,-118.29781,2016
715681,1101,,E,VICTORIA,AVE,,90291,3/30/2016,,111B149  1281,GENERAL,West Los Angeles,,O,33.99683,-118.45391,2016
715686,7301,,N,LENNOX,AVE,,91405,3/30/2016,,186B149   640,GENERAL,South Valley,,O,34.20307,-118.44656,2016
715693,10803,,N,NOBLE,AVE,,91345,3/31/2016,,207B145   241,GENERAL,North Valley,,O,34.26527,-118.46087,2016
715654,6459,,N,GLORIA,AVE,,91406,3/30/2016,,180B141   726,GENERAL,South Valley,,O,34.18831,-118.47945,2016
715678,1700,,S,HIGHLAND,AVE,,90019,3/30/2016,,126B181   396,GENERAL,South Los Angeles,,O,34.04368,-118.34491,2016
738886,11134,,S,VERMONT,AVE,,90044,10/3/2016,,087A199   305,GENERAL,South Los Angeles,,O,33.93352,-118.29135,2016
738887,4051,,S,VIA DOLCE,,,90292,10/3/2016,,102A147   800,GENERAL,West Los Angeles,,O,33.97502,-118.45947,2016
738888,1415,,W,71ST,ST,,90047,10/3/2016,,102B193  1048,GENERAL,South Los Angeles,,O,33.9755,-118.30076,2016
738890,7045,,N,LONGRIDGE,AVE,,91605,10/3/2016,,183B157   304,GENERAL,South Valley,,O,34.19876,-118.42156,2016
715718,6335,,N,LANKERSHIM,BLVD,,91606,3/31/2016,,180B169  1253,GENERAL,South Valley,,O,34.18572,-118.38741,2016
715734,2512,,S,WELLINGTON,ROAD,,90016,3/31/2016,,123B185   606,GENERAL,South Los Angeles,,O,34.03321,-118.33739,2016
715736,10461,,S,HOOVER,ST,,90044,3/31/2016,,090A199   144,GENERAL,South Los Angeles,,O,33.9412,-118.28711,2016
715737,5131,,S,CHESLEY,AVE,,90043,3/31/2016,,108B185    52,GENERAL,South Los Angeles,,O,33.99573,-118.33456,2016
715740,12130,,W,OHIO,AVE,,90025,3/31/2016,,126B145   841,GENERAL,West Los Angeles,,O,34.03962,-118.46333,2016
715741,7850,,S,AIRLANE,AVE,,90045,3/31/2016,,099B169   685,GENERAL,West Los Angeles,,O,33.96742,-118.39012,2016
738891,8819,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   156,PACE,South Los Angeles,,O,33.95733,-118.28828,2016
738892,8807,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   125,PACE,South Los Angeles,,O,33.95767,-118.28828,2016
738893,8838,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   204,PACE,South Los Angeles,,O,33.95679,-118.28802,2016
738894,8834,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   195,PACE,South Los Angeles,,O,33.95689,-118.28801,2016
738895,8907,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   255,PACE,South Los Angeles,,O,33.95627,-118.28828,2016
738896,8905,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   244,PACE,South Los Angeles,,O,33.95636,-118.28828,2016
738897,8942,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   330,PACE,South Los Angeles,,O,33.95528,-118.28801,2016
715750,222,,S,AVENUE 57,,,90042,4/1/2016,,150A229    53,GENERAL,East Los Angeles,,O,34.10672,-118.19243,2016
715751,952,,S,PACIFIC,AVE,,90731,4/1/2016,,015B197  1022,GENERAL,Harbor,,O,33.73524,-118.28777,2016
715770,9543,,N,CEDROS,AVE,,91402,4/1/2016,,201B149   763,GENERAL,North Valley,,O,34.24389,-118.45382,2016
715779,227,,N,JOY,ST,,90042,4/2/2016,,150A225   118,GENERAL,East Los Angeles,,O,34.1061,-118.20401,2016
715783,5414,,N,NEWCASTLE,AVE,,91316,4/2/2016,,171B129    15,GENERAL,South Valley,,O,34.16885,-118.52422,2016
715777,158,,W,79TH,ST,,90003,4/1/2016,,099B201   568,GENERAL,South Los Angeles,,O,33.96778,-118.27588,2016
715781,3593,,N,GRIFFIN,AVE,,90031,4/2/2016,,142-5A223   9,GENERAL,East Los Angeles,,O,34.08656,-118.20962,2016
715787,9256,,N,ONEIDA,AVE,,91352,4/4/2016,,198B165   149,CITATIONS,North Valley,,O,34.23786,-118.40242,2016
738898,8926,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   295,PACE,South Los Angeles,,O,33.95572,-118.28801,2016
738899,8920,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   279,PACE,South Los Angeles,,O,33.95594,-118.28801,2016
715852,846,,E,32ND,ST,,90011,4/4/2016,,117A207   135,GENERAL,South Los Angeles,,O,34.01549,-118.26094,2016
715853,929,,E,22ND,ST,,90011,4/4/2016,,120A209    79,GENERAL,South Los Angeles,,O,34.02393,-118.2567,2016
715854,2601,,S,BROADWAY,,,90007,4/4/2016,,121-5A205 284,GENERAL,South Los Angeles,,O,34.02523,-118.27001,2016
715856,358,,S,BROADWAY,,,90013,4/4/2016,,129A211    14,CNAP,Central,,O,34.04959,-118.24906,2016
715857,625,,E,95TH,ST,,90002,4/4/2016,,093A207    46,CNAP,South Los Angeles,,O,33.95032,-118.26427,2016
715870,1044,,W,46TH,ST,,90037,4/4/2016,,111B197   455,CNAP,South Los Angeles,,O,34.00153,-118.29326,2016
715872,612,,W,106TH,ST,,90044,4/4/2016,,090A201   319,GENERAL,South Los Angeles,,O,33.93981,-118.28539,2016
715931,515,,N,HARPER,AVE,,90048,4/5/2016,,141B173  1034,GENERAL,Central,,O,34.08059,-118.36918,2016
715878,6814,,N,HAZELTINE,AVE,,91405,4/4/2016,,183B153  1066,GENERAL,South Valley,,O,34.1945,-118.43982,2016
715879,1695,,W,HILL,DR,,90041,4/4/2016,,163-5A225  50,GENERAL,East Los Angeles,,O,34.14379,-118.20361,2016
715880,2915,,N,BUDAU,AVE,,90032,4/4/2016,,141A235   327,GENERAL,East Los Angeles,,O,34.07924,-118.1729,2016
715932,4827,,N,ALGOMA,AVE,,90041,4/5/2016,,160-5A225 362,GENERAL,East Los Angeles,,O,34.13401,-118.2053,2016
715940,,,,,,,,4/5/2016,,213B129   163,GENERAL,North Valley,,O,,,2016
715933,9230,,N,ORION,AVE,,91343,4/5/2016,,198B145   265,GENERAL,North Valley,,O,34.23815,-118.4718,2016
716041,1022,,W,84TH,ST,,90044,4/5/2016,,097-5A199  54,CNAP,South Los Angeles,,O,33.96262,-118.29266,2016
716045,12318,,W,ROSCOE,BLVD,,91605,4/5/2016,,192B165   492,GENERAL,North Valley,,O,34.22149,-118.40175,2016
716049,7143,,N,RANCHITO,AVE,,91405,4/5/2016,,183B153   185,GENERAL,South Valley,,O,34.20066,-118.43572,2016
716054,10758,,W,AQUA VISTA,ST,,91602,4/5/2016,,165B177  1013,GENERAL,South Valley,,O,34.14498,-118.36459,2016
716058,6620,,N,LENNOX,AVE,,91405,4/6/2016,,180B153   406,CNAP,South Valley,,O,34.19141,-118.44539,2016
716064,22014,,W,GALVEZ,ST,,91364,4/6/2016,,171B101   859,GENERAL,South Valley,,O,34.16334,-118.60654,2016
716067,1254,,N,BUNDY,DR,,90049,4/6/2016,,141B141   360,GENERAL,West Los Angeles,,O,34.08245,-118.48321,2016
716093,1602,,W,25TH,ST,,90732,4/6/2016,,009B193     3,GENERAL,Harbor,,O,33.72319,-118.31296,2016
716108,2928,,S,HALLDALE,AVE,,90018,4/6/2016,,120B193   185,GENERAL,South Los Angeles,,O,34.02822,-118.30261,2016
716095,1137,,S,CURSON,AVE,,90019,4/6/2016,,132B177  1291,GENERAL,Central,,O,34.05419,-118.3586,2016
716061,6419,,N,FIGUEROA,ST,,90042,4/6/2016,,154-5A231  90,GENERAL,East Los Angeles,,O,34.11853,-118.18374,2016
716062,6029,,E,SPRINGVALE,DR,,90042,4/6/2016,,156A229    93,GENERAL,East Los Angeles,,O,34.12311,-118.18886,2016
738900,8906,,S,ORCHARD,AVE,,90044,10/3/2016,,096A199   254,PACE,South Los Angeles,,O,33.95627,-118.28802,2016
738971,8751,,N,LOUISE,AVE,,91325,10/4/2016,,195B133   345,GENERAL,North Valley,,O,34.22992,-118.51048,2016
738972,10322,,N,CHRISTINE,PL,,91311,10/4/2016,,204B117   131,GENERAL,North Valley,,O,34.25795,-118.56138,2016
738975,6141,,N,CORBIN,AVE,,91367,10/4/2016,,177B117   446,GENERAL,South Valley,,O,34.18222,-118.56246,2016
716112,10008,,N,LEV,AVE,,91331,4/6/2016,,204B153   864,GENERAL,North Valley,,O,34.25238,-118.43532,2016
716113,13211,,W,MULHOLLAND,DR,,90210,4/6/2016,,159B157   266,GENERAL,South Valley,,O,34.12885,-118.42058,2016
716118,5531,,W,WASHINGTON,BLVD,,90016,4/6/2016,,126B177  1593,GENERAL,South Los Angeles,,O,34.0373,-118.3642,2016
716160,13052,,W,OTTOMAN,ST,,91331,4/6/2016,,198B161   376,GENERAL,North Valley,,O,34.23704,-118.41671,2016
716162,157,,N,BANDINI,ST,,90731,4/6/2016,,018B197   852,GENERAL,Harbor,,O,33.74427,-118.29906,2016
716110,1312,,N,HARVARD,BLVD,,90027,4/6/2016,,147A195   281,GENERAL,Central,,O,34.09549,-118.30422,2016
716163,750,,W,BASIN,ST,,90731,4/6/2016,,021B197   109,GENERAL,Harbor,,O,33.75577,-118.29328,2016
716165,4529,,S,VERMONT,AVE,,90037,4/6/2016,,111B197   396,GENERAL,South Los Angeles,,O,34.00183,-118.29171,2016
716196,11748,,W,RIVERSIDE,DR,,91607,4/7/2016,,168B169   503,GENERAL,South Valley,,O,34.15739,-118.38936,2016
716212,5414,,N,NEWCASTLE,AVE,,91316,4/7/2016,,171B129    15,GENERAL,South Valley,,O,34.16885,-118.52422,2016
716213,5400,,N,NEWCASTLE,AVE,,91316,4/7/2016,,171B129    28,GENERAL,South Valley,,O,34.16845,-118.52422,2016
716251,623,,E,105TH,ST,,90002,4/7/2016,,090A207   133,GENERAL,South Los Angeles,,O,33.94112,-118.26426,2016
716253,3477,,N,BEVERLY GLEN,BLVD,,91423,4/7/2016,,159B149   240,GENERAL,South Valley,,O,34.13382,-118.44853,2016
716117,1255,,S,COCHRAN,AVE,,90019,4/6/2016,,129B181   229,GENERAL,Central,,O,34.05237,-118.35118,2016
716161,2733,,E,6TH,ST,,90033,4/6/2016,,124-5A223 109,GENERAL,East Los Angeles,,O,34.03547,-118.20894,2016
716164,1241,,N,EVERGREEN,AVE,,90033,4/6/2016,,132A227   358,GENERAL,East Los Angeles,,O,34.05397,-118.19508,2016
716198,1820,,N,HYPERION,AVE,,90039,4/7/2016,,147A203   365,GENERAL,East Los Angeles,,O,34.09638,-118.27596,2016
716209,1312,,W,LINDA ROSA,AVE,,90041,4/7/2016,,162A227   312,GENERAL,East Los Angeles,,O,34.13725,-118.19529,2016
716218,230,,N,CENTRE,ST,,90731,4/7/2016,,018B201   507,PACE,Harbor,,O,33.74477,-118.28336,2016
716254,807,,W,101ST,ST,,90044,4/7/2016,,091-5A199 158,GENERAL,South Los Angeles,,O,33.94471,-118.28971,2016
716306,7772,,N,PEACHTREE,AVE,,91402,4/7/2016,,189B157   799,GENERAL,North Valley,,O,34.21177,-118.43216,2016
716255,1126,,S,ROSALIND,AVE,,90023,4/7/2016,,121-5A223 182,GENERAL,East Los Angeles,,O,34.02658,-118.21204,2016
716293,611,,W,BATTERY,ST,,90731,4/7/2016,,021B197   313,GENERAL,Harbor,,O,33.75455,-118.29153,2016
716294,1676,,W,7TH,ST,,90732,4/7/2016,,015B189   139,GENERAL,Harbor,,O,33.73828,-118.31443,2016
716296,13337,,W,EUSTACE,ST,,91331,4/7/2016,,213B157   632,GENERAL,North Valley,,O,34.27773,-118.42375,2016
716303,3631,,W,62ND,ST,,90043,4/7/2016,,105B185   646,GENERAL,South Los Angeles,,O,33.98368,-118.33643,2016
716304,3912,,N,MONTEREY,ROAD,,90032,4/7/2016,,145-5A229 197,GENERAL,East Los Angeles,,O,34.09212,-118.18886,2016
716311,3528,,W,DAHLIA,AVE,,90026,4/8/2016,,145-5A203 221,GENERAL,East Los Angeles,,O,34.09333,-118.274,2016
716314,4889,,N,LA MONTANA,CIR,,91356,4/8/2016,,168B121   145,GENERAL,South Valley,,O,34.15821,-118.54348,2016
716315,4551,,N,DEMPSEY,AVE,,91436,4/8/2016,,168B141   756,GENERAL,South Valley,,O,34.15401,-118.47597,2016
716317,2831,,S,WELLINGTON,ROAD,,90016,4/8/2016,,123B185  1155,GENERAL,South Los Angeles,,O,34.03009,-118.33857,2016
716320,1526,,E,41ST,ST,,90011,4/8/2016,,114A213    38,GENERAL,South Los Angeles,,O,34.00839,-118.24675,2016
716256,4689,,N,EAGLE ROCK,BLVD,,90041,4/7/2016,,159A221   192,GENERAL,East Los Angeles,,O,34.12994,-118.21707,2016
716257,2551,,W,COLORADO,BLVD,,90041,4/7/2016,,163-5A219 167,GENERAL,East Los Angeles,,O,34.142,-118.22211,2016
716299,4844,,N,TOWNSEND,AVE,,90041,4/7/2016,,160-5A225 341,GENERAL,East Los Angeles,,O,34.13423,-118.20136,2016
716300,4436,,E,CATO,ST,,90032,4/7/2016,,141A229   263,GENERAL,East Los Angeles,,O,34.0806,-118.1899,2016
716302,1634,,W,COLORADO,BLVD,,90041,4/7/2016,,162A225    95,GENERAL,East Los Angeles,,O,34.13926,-118.2022,2016
738976,8037,,S,DENROCK,AVE,,90045,10/4/2016,,099B161   517,GENERAL,West Los Angeles,,O,33.96659,-118.40586,2016
716357,955,,S,ARDMORE,AVE,,90006,4/11/2016,,132B193  1157,GENERAL,Central,,O,34.05399,-118.3022,2016
716322,1244,,E,34TH,ST,,90011,4/8/2016,,117A211   392,GENERAL,South Los Angeles,,O,34.01271,-118.25298,2016
716326,4245,,W,62ND,ST,,90043,4/8/2016,,105B181   871,GENERAL,South Los Angeles,,O,33.98362,-118.34995,2016
716356,18541,,W,MALDEN,ST,,91324,4/11/2016,,192B125   154,GENERAL,North Valley,,O,34.22562,-118.53757,2016
716369,5328,,N,TOPANGA CANYON,BLVD,,91364,4/11/2016,,171B101   420,GENERAL,South Valley,,O,34.16662,-118.60556,2016
716371,9715,,N,HADDON,AVE,,91331,4/11/2016,,201B161   694,GENERAL,North Valley,,O,34.24658,-118.41357,2016
716374,1159,,E,107TH,ST,,90002,4/11/2016,,090B209  1286,CITATIONS,South Los Angeles,,O,33.93934,-118.25465,2016
716380,13956,,W,ADDISON,ST,,91423,4/11/2016,,171B153   808,GENERAL,South Valley,,O,34.16116,-118.43763,2016
716325,1204,,N,STONE,ST,,90063,4/8/2016,,130-5A229  72,GENERAL,East Los Angeles,,O,34.05281,-118.19391,2016
738977,126,,S,BEACHWOOD,DR,,90004,10/4/2016,,138B189   988,GENERAL,Central,,O,34.07289,-118.32206,2016
738978,2337,,S,CAMDEN,AVE,,90064,10/4/2016,,126B153  1000,GENERAL,West Los Angeles,,O,34.03874,-118.43421,2016
738979,725,,N,HARVARD,BLVD,,90029,10/4/2016,,141B193   456,GENERAL,Central,,O,34.0843,-118.30409,2016
738981,108,,S,BEACHWOOD,DR,,90004,10/4/2016,,138B189   947,GENERAL,Central,,O,34.07328,-118.32179,2016
738982,4007,,S,ADAIR,ST,,90011,10/4/2016,,115-5A205 249,GENERAL,South Los Angeles,,O,34.01084,-118.26941,2016
738984,1153,,E,33RD,ST,,90011,10/4/2016,,117A209   273,GENERAL,South Los Angeles,,O,34.01374,-118.25517,2016
738985,13086,,W,DESMOND,ST,,91331,10/4/2016,,213B161   140,GENERAL,North Valley,,O,34.28374,-118.41754,2016
738986,13242,,W,PIERCE,ST,,91331,10/4/2016,,207B157  1005,GENERAL,North Valley,,O,34.26151,-118.42092,2016
738987,12483,,W,CLARETTA,ST,,91331,10/4/2016,,213B165   519,GENERAL,North Valley,,O,34.27944,-118.40579,2016
738989,14623,,W,KITTRIDGE,ST,,91405,10/4/2016,,180B149   349,PACE,South Valley,,O,34.19083,-118.45179,2016
739014,9622,,N,ARLETA,AVE,,91331,10/4/2016,,201B157   720,GENERAL,North Valley,,O,34.24465,-118.42851,2016
739029,1333,,N,CASIANO,ROAD,,90049,10/4/2016,,141B141    17,GENERAL,West Los Angeles,,O,34.08669,-118.47247,2016
739030,15226,,W,KITTRIDGE,ST,,91411,10/4/2016,,180B145   391,PACE,South Valley,,O,34.19003,-118.46486,2016
716414,4793,,E,VALLEY,BLVD,,90032,4/11/2016,,135A233    43,GENERAL,East Los Angeles,,O,34.06561,-118.18052,2016
716417,4965,,E,HUNTINGTON,DR,N,90032,4/11/2016,,144A233   284,GENERAL,East Los Angeles,,O,34.08771,-118.17537,2016
716420,711,,S,HAMPTON,DR,,90291,4/12/2016,,109-5A143 235,CITATIONS,West Los Angeles,,O,33.99387,-118.47459,2016
716442,2405,,W,AVENUE 33,,,90065,4/12/2016,,151-5A217 188,GENERAL,East Los Angeles,,O,34.10983,-118.23399,2016
716445,5022,,E,YORK,BLVD,,90042,4/12/2016,,156A225   320,GENERAL,East Los Angeles,,O,34.1212,-118.20615,2016
716479,612,,N,DETROIT,ST,,90036,4/12/2016,,141B181   814,GENERAL,Central,,O,34.08223,-118.34502,2016
739094,11214,,N,ACALA,AVE,,91340,10/4/2016,,210B149   325,GENERAL,North Valley,,O,34.27429,-118.44612,2016
739095,432,,S,HAMEL,ROAD,,90048,10/4/2016,,138B169   829,GENERAL,Central,,O,34.07115,-118.38151,2016
739096,22742,,W,BURBANK,BLVD,,91367,10/4/2016,,174B097   564,GENERAL,South Valley,,O,34.17177,-118.62266,2016
739098,8126,,N,JUMILLA,AVE,,91306,10/4/2016,,189B117   121,GENERAL,South Valley,,O,34.21756,-118.56325,2016
739100,825,,S,IROLO,ST,,90005,10/4/2016,,132B193   703,GENERAL,Central,,O,34.05704,-118.30102,2016
716481,402,,W,MUSEUM,DR,,90065,4/12/2016,,148-5A223 106,GENERAL,East Los Angeles,,O,34.10252,-118.20844,2016
716483,2085,,W,29TH,ST,,90018,4/12/2016,,123B193  1151,GENERAL,South Los Angeles,,O,34.02925,-118.3116,2016
716516,560,,W,88TH,ST,,90044,4/12/2016,,096A201   153,GENERAL,South Los Angeles,,O,33.95724,-118.28463,2016
716521,672,,W,19TH,ST,,90731,4/12/2016,,012B197   886,GENERAL,Harbor,,O,33.72709,-118.29176,2016
716522,1919,,S,PACIFIC,AVE,,90731,4/12/2016,,012B197  1050,GENERAL,Harbor,,O,33.72647,-118.28819,2016
716528,9876,,W,GLOUCESTER,DR,,90210,4/13/2016,,156B153    39,GENERAL,South Valley,,O,34.12759,-118.43384,2016
716529,459,,S,VERMONT,AVE,,90020,4/13/2016,,135B197   737,GENERAL,Central,,O,34.06566,-118.29185,2016
739101,314,,N,NEPTUNE,AVE,,90744,10/4/2016,,027B205   138,GENERAL,Harbor,,O,33.77285,-118.26824,2016
739102,4108,,W,SEA VIEW,DR,,90065,10/4/2016,,151-5A221 247,GENERAL,East Los Angeles,,O,34.10872,-118.21474,2016
739103,315,,W,AVENUE 42,,,90065,10/4/2016,,147A223   180,GENERAL,East Los Angeles,,O,34.09563,-118.21203,2016
739104,336,,N,PATTON,ST,,90026,10/4/2016,,135A209    20,CNAP,Central,,O,34.0661,-118.25853,2016
739109,1440,,W,88TH,ST,,90047,10/4/2016,,096A195    95,PACE,South Los Angeles,,O,33.95811,-118.30179,2016
716606,1584,,W,OAK GROVE,PL,,90041,4/13/2016,,159A225    11,CNAP,East Los Angeles,,O,34.13205,-118.20134,2016
716607,8864,,W,LOOKOUT MOUNTAIN,AVE,,90046,4/13/2016,,150B169   973,GENERAL,Central,,O,34.1071,-118.38507,2016
716608,5013,,N,ZELZAH,AVE,,91316,4/13/2016,,168B129    73,GENERAL,South Valley,,O,34.16042,-118.52306,2016
716610,3821,,S,6TH,AVE,,90008,4/13/2016,,117B189   874,GENERAL,South Los Angeles,,O,34.01675,-118.32426,2016
716640,17141,,W,RAYEN,ST,,91325,4/13/2016,,195B133   184,GENERAL,North Valley,,O,34.23227,-118.50741,2016
716643,5318,,S,10TH,AVE,,90043,4/13/2016,,108B185   201,GENERAL,South Los Angeles,,O,33.99438,-118.32799,2016
716646,640,,E,95TH,ST,,90002,4/13/2016,,093A207    73,CNAP,South Los Angeles,,O,33.95011,-118.26373,2016
716648,2825,,S,CAROLINA,ST,,90731,4/13/2016,,009B197  1205,GENERAL,Harbor,,O,33.71823,-118.2908,2016
716649,3716,,S,EMILY,ST,,90731,4/13/2016,,006B193   421,GENERAL,Harbor,,O,33.71234,-118.30191,2016
716650,1375,,W,PASEO DEL MAR,,,90731,4/13/2016,,006B193   298,GENERAL,Harbor,,O,33.71387,-118.309,2016
716651,25110,,S,BELLE PORTE,AVE,,90710,4/13/2016,,036B193   185,GENERAL,Harbor,,O,33.79639,-118.30094,2016
716612,1025,,W,53RD,ST,,90037,4/13/2016,,108B197   348,GENERAL,South Los Angeles,,O,33.99424,-118.29256,2016
716615,7419,,N,JELLICO,AVE,,91406,4/13/2016,,186B129   782,GENERAL,South Valley,,O,34.20549,-118.51766,2016
716661,5126,,E,RAPHAEL,ST,,90042,4/14/2016,,153A225   218,GENERAL,East Los Angeles,,O,34.11398,-118.20466,2016
716687,12225,,W,TERRA BELLA,ST,,91331,4/14/2016,,210B165   372,CNAP,North Valley,,O,34.27198,-118.39974,2016
716690,3742,,N,STONE CANYON,AVE,,91403,4/14/2016,,162A147   106,GENERAL,South Valley,,O,34.13902,-118.45916,2016
716691,2350,,N,SILVER LAKE,BLVD,,90039,4/14/2016,,148-5A207 134,GENERAL,East Los Angeles,,O,34.0998,-118.26074,2016
716753,2256,,S,WELLESLEY,AVE,,90064,4/14/2016,,123B149   941,GENERAL,West Los Angeles,,O,34.02999,-118.45359,2016
716754,903,,N,LINDA FLORA,DR,,90049,4/14/2016,,141B145   147,GENERAL,West Los Angeles,,O,34.08377,-118.46532,2016
716756,4653,,W,BEVERLY,BLVD,,90004,4/14/2016,,138B193   400,CITATIONS,Central,,O,34.07641,-118.31094,2016
716762,825,,N,TERRACE 49,,,90042,4/14/2016,,153A223   240,GENERAL,East Los Angeles,,O,34.11323,-118.2097,2016
716764,6018,,E,TIPTON,WAY,,90042,4/14/2016,,159A229   208,GENERAL,East Los Angeles,,O,34.1299,-118.18919,2016
716658,5940,,S,SAN PEDRO,ST,,90003,4/14/2016,,105B205   271,GENERAL,South Los Angeles,,O,33.98642,-118.26942,2016
716685,3723,,N,CARLOTA,BLVD,,90031,4/14/2016,,144A223   235,GENERAL,East Los Angeles,,O,34.08871,-118.20932,2016
716686,178,,N,ALEXANDRIA,AVE,,90004,4/14/2016,,138B197   571,GENERAL,Central,,O,34.07498,-118.29827,2016
716761,1669,,S,ROOSEVELT,AVE,,90006,4/14/2016,,126B193   359,GENERAL,South Los Angeles,,O,34.04309,-118.30196,2016
739115,1416,,W,88TH,ST,,90047,10/4/2016,,096A195    89,PACE,South Los Angeles,,O,33.95812,-118.30098,2016
739116,1412,,W,88TH,ST,,90047,10/4/2016,,096A195    88,PACE,South Los Angeles,,O,33.95812,-118.30084,2016
739117,17150,,W,GRESHAM,ST,,91325,10/4/2016,,195B133   353,GENERAL,North Valley,,O,34.23027,-118.5074,2016
739119,9512,,N,OBECK,AVE,,91331,10/4/2016,,198B153    73,GENERAL,North Valley,,O,34.24286,-118.43482,2016
739120,638,,E,111TH,ST,,90059,10/4/2016,,088-5A207 398,GENERAL,South Los Angeles,,O,33.9347,-118.26373,2016
739121,11238,,W,EMELITA,ST,,91601,10/4/2016,,174B173   182,GENERAL,South Valley,,O,34.17652,-118.37604,2016
716760,9141,,S,MENLO,AVE,,90044,4/14/2016,,094-5A199 179,CNAP,South Los Angeles,,O,33.95305,-118.29065,2016
716846,16334,,W,COMMUNITY,ST,,91343,4/15/2016,,192B137   221,GENERAL,North Valley,,O,34.22341,-118.48874,2016
716769,5870,,S,LOS ANGELES,ST,,90003,4/15/2016,,105B205    53,GENERAL,South Los Angeles,,O,33.98768,-118.27041,2016
716770,5607,,S,MAIN,ST,,90037,4/15/2016,,108B201  1001,GENERAL,South Los Angeles,,O,33.99127,-118.2741,2016
716852,7645,,N,BECK,AVE,,91605,4/15/2016,,186B169    81,GENERAL,North Valley,,O,34.20981,-118.38355,2016
716853,1143,,S,LA CIENEGA,BLVD,,90035,4/15/2016,,132B173   923,GENERAL,Central,,O,34.05573,-118.37638,2016
716855,1012,,S,SANTEE,ST,,90015,4/15/2016,,126A209   223,GENERAL,Central,,O,34.03856,-118.25516,2016
716856,1016,,S,TOWNE,AVE,,90021,4/15/2016,,124-5A211 349,GENERAL,Central,,O,34.03362,-118.24986,2016
716858,1163,,N,WILMINGTON,BLVD,,90744,4/15/2016,,033B201   460,GENERAL,Harbor,,O,33.78599,-118.27487,2016
716868,1111,,S,LA CIENEGA,BLVD,,90035,4/15/2016,,132B173   763,GENERAL,Central,,O,34.05669,-118.37637,2016
716891,2379,,N,EDGEWATER,TER,,90039,4/16/2016,,148-5A209 457,GENERAL,East Los Angeles,,O,34.09954,-118.26034,2016
716772,158,,W,66TH,ST,,90003,4/15/2016,,102B201    62,GENERAL,South Los Angeles,,O,33.97953,-118.27592,2016
716774,5417,,S,VERMONT,AVE,,90037,4/15/2016,,108B197   684,GENERAL,South Los Angeles,,O,33.99266,-118.29166,2016
716775,933,,W,57TH,ST,,90037,4/15/2016,,108B197  1124,GENERAL,South Los Angeles,,O,33.99061,-118.29045,2016
716894,3045,,E,CESAR E CHAVEZ,AVE,,90063,4/18/2016,,127-5A227 304,GENERAL,East Los Angeles,,O,34.04304,-118.19891,2016
716896,1845,,S,DALY,ST,,90031,4/18/2016,,135A221    50,GENERAL,East Los Angeles,,O,34.06496,-118.21553,2016
716907,4723,,N,DUNAS,LANE,,91356,4/18/2016,,168B125   492,GENERAL,South Valley,,O,34.15517,-118.52983,2016
