Case Number,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,lat,long,year
698680,1611,,N,EL CENTRO,AVE,,90028,10/16/2015,,148-5A189 251,CITATIONS,Central,,O,34.10019,-118.32386,2015
698683,4615,,N,ALONZO,AVE,,91316,10/17/2015,,168B129   643,GENERAL,South Valley,,O,34.15383,-118.52035,2015
698685,8113,,N,LEMONA,AVE,,91402,10/19/2015,,189B145    56,CNAP,North Valley,,O,34.21832,-118.46026,2015
698687,1045,,W,24TH,ST,,90007,10/19/2015,,124-5A201 295,GENERAL,South Los Angeles,,O,34.03411,-118.28331,2015
698689,644,,S,IRVING,BLVD,,90010,10/19/2015,,132B189    41,GENERAL,Central,,O,34.06197,-118.31833,2015
698691,219,,W,108TH,ST,,90003,10/19/2015,6/30/2016,090A203   381,GENERAL,South Los Angeles,255,O,33.93844,-118.27691,2015
698748,1618,,S,COTNER,AVE,,90025,10/19/2015,,129B149   199,GENERAL,West Los Angeles,,O,34.04782,-118.44651,2015
698749,1000,,S,GLENDON,AVE,,90024,10/19/2015,,132B153  1096,GENERAL,West Los Angeles,,O,34.06229,-118.44392,2015
698757,2317,,S,12TH,AVE,,90018,10/19/2015,,123B185   277,GENERAL,South Los Angeles,,O,34.0358,-118.33096,2015
698761,13701,,W,KAGEL CANYON,ST,,91331,10/19/2015,,198B157    29,GENERAL,North Valley,,O,34.24335,-118.4318,2015
737085,3720,,N,STONE CANYON,AVE,,91403,9/21/2016,,162B149   682,GENERAL,South Valley,,O,34.13847,-118.45885,2016
737088,12551,,W,CASWELL,AVE,,90066,9/21/2016,,111B153   813,GENERAL,West Los Angeles,,O,33.99948,-118.43451,2016
698727,7922,,N,RADFORD,AVE,,91605,10/19/2015,,189B169   356,PACE,North Valley,,O,,,2015
698789,1372,,E,21ST,ST,,90011,10/20/2015,,120A211   407,GENERAL,South Los Angeles,,O,34.02113,-118.25039,2015
698791,10842,,W,VICTORY,BLVD,,91606,10/20/2015,,180B173   876,CNAP,South Valley,,O,34.18653,-118.36745,2015
698802,956,,S,3RD,AVE,,90019,10/20/2015,,129B189    44,GENERAL,Central,,O,34.05375,-118.31671,2015
698883,1282,,N,CALLE DE SEVILLA,,,90272,10/20/2015,,135B117    52,GENERAL,West Los Angeles,,O,34.06913,-118.55888,2015
698894,10038,,N,BEVIS,AVE,,91345,10/21/2015,,204B149   468,GENERAL,North Valley,,O,34.25296,-118.4553,2015
698900,1179,,W,28TH,ST,,90007,10/21/2015,,123A201   247,GENERAL,South Los Angeles,,O,34.02948,-118.28629,2015
698901,12924,,W,CORRENTI,ST,,91331,10/21/2015,,201B161   545,GENERAL,North Valley,,O,34.24811,-118.41399,2015
698775,926,,E,53RD,ST,,90011,10/20/2015,,108B209   475,GENERAL,South Los Angeles,,O,33.99418,-118.25929,2015
698778,1026,,W,60TH,PL,,90044,10/20/2015,,105B197   601,GENERAL,South Los Angeles,,O,33.9849,-118.29242,2015
698782,242,,E,82ND,ST,,90003,10/20/2015,,099B205  1130,GENERAL,South Los Angeles,,O,33.96529,-118.27028,2015
698772,163,,N,GROVERTON,PL,,90077,10/20/2015,,138B149   116,GENERAL,West Los Angeles,,O,34.07515,-118.44924,2015
698808,4208,,W,CAMERO,AVE,,90027,10/20/2015,,148-5A201 185,GENERAL,Central,,O,34.10079,-118.28233,2015
737089,3774,,S,COLONIAL,AVE,,90066,9/21/2016,,111B153    26,GENERAL,West Los Angeles,,O,34.00418,-118.43505,2016
737090,8443,,S,NAYLOR,AVE,,90045,9/21/2016,,096B165   319,GENERAL,West Los Angeles,,O,33.96147,-118.39556,2016
737091,9509,,N,JELLICO,AVE,,91325,9/21/2016,,201B129   442,GENERAL,North Valley,,O,34.24348,-118.51908,2016
699527,14062,,N,BALBOA,BLVD,,91342,10/22/2015,,228B137   186,GENERAL,North Valley,,O,34.32065,-118.4882,2015
698960,341,,W,62ND,ST,,90003,10/21/2015,,105B201   828,GENERAL,South Los Angeles,,O,33.98344,-118.27975,2015
699550,4612,,S,MENLO,AVE,,90037,10/22/2015,,111B197   484,GENERAL,South Los Angeles,,O,34.00126,-118.28952,2015
699555,9110,,S,RAYFORD,DR,,90045,10/22/2015,,093B157    76,GENERAL,West Los Angeles,,O,33.95398,-118.42251,2015
699558,6115,,E,MOUNT ANGELUS,DR,,90042,10/22/2015,,153A229   196,GENERAL,East Los Angeles,,O,34.11392,-118.189,2015
699559,12209,,W,HART,ST,,91605,10/22/2015,,183B165   213,GENERAL,South Valley,,O,34.19768,-118.39908,2015
699574,5210,,E,GLEN ELLEN,PL,,90042,10/22/2015,,150A227   375,GENERAL,East Los Angeles,,O,34.10335,-118.19615,2015
699596,3109,,S,STANFORD,AVE,,90292,10/22/2015,,108B149  1650,GENERAL,West Los Angeles,,O,33.98826,-118.44783,2015
699636,817,,W,112TH,ST,,90044,10/22/2015,,087A199    56,GENERAL,South Los Angeles,,O,33.93348,-118.28923,2015
698961,738,,E,78TH,ST,,90001,10/21/2015,,099B205   512,GENERAL,South Los Angeles,,O,33.96834,-118.26163,2015
699517,208,,E,90TH,ST,,90003,10/21/2015,,094-5A205  87,GENERAL,South Los Angeles,,O,33.95457,-118.27133,2015
699540,6735,,N,VAN NUYS,BLVD,,91405,10/22/2015,,180B149   105,GENERAL,South Valley,,O,34.19311,-118.44904,2015
699548,4901,,E,MERIDIAN,ST,,90042,10/22/2015,,156A223   100,GENERAL,East Los Angeles,,O,34.12283,-118.20852,2015
737092,309,,S,PECAN,ST,,90033,9/21/2016,,127-5A219  81,GENERAL,East Los Angeles,,O,34.04493,-118.22202,2016
737116,1860,,W,MIDDLETON,PL,,90062,9/21/2016,,117B189  1132,GENERAL,South Los Angeles,,O,34.01544,-118.31543,2016
699637,966,,S,VERMONT,AVE,,90006,10/22/2015,,129B197    80,GENERAL,Central,,O,34.05346,-118.29145,2015
699641,1260,,S,MUIRFIELD,ROAD,,90019,10/22/2015,,129B185   700,GENERAL,Central,,O,34.04992,-118.33413,2015
699642,1071,,S,LA BREA,AVE,,90019,10/22/2015,,132B181   966,GENERAL,Central,,O,34.05545,-118.34456,2015
699643,1949,,W,WASHINGTON,BLVD,,90006,10/22/2015,,126B193   891,GENERAL,South Los Angeles,,O,34.04013,-118.30155,2015
699644,6719,,N,SEPULVEDA,BLVD,,91406,10/23/2015,,180B145   113,CNAP,South Valley,,O,34.19275,-118.46645,2015
699682,4322,,S,VAN BUREN,PL,,90037,10/23/2015,,114B197  1209,GENERAL,South Los Angeles,,O,34.00485,-118.29682,2015
699685,1641,,E,41ST,PL,,90011,10/23/2015,,114A213   111,GENERAL,South Los Angeles,,O,34.00741,-118.24421,2015
699688,5036,,S,LONG BEACH,AVE,E,90058,10/23/2015,,111A215    21,GENERAL,South Los Angeles,,O,33.99671,-118.24303,2015
699689,4216,,S,ASCOT,AVE,,90011,10/23/2015,,114A211   277,GENERAL,South Los Angeles,,O,34.00628,-118.24957,2015
699691,5750,,W,MELROSE,AVE,,90004,10/23/2015,,141B189   340,GENERAL,Central,,O,34.08338,-118.32508,2015
699692,5876,,W,BOWCROFT,ST,,90016,10/23/2015,,117B173   159,GENERAL,South Los Angeles,,O,34.01911,-118.37513,2015
700297,2016,,N,ROCKFORD,ROAD,,90039,10/24/2015,,145-5A207  41,GENERAL,East Los Angeles,,O,34.09424,-118.26246,2015
700298,116,,N,LAKE,ST,,90026,10/24/2015,,136-5A205 282,GENERAL,Central,,O,34.06756,-118.27088,2015
700302,4935,,N,ZELZAH,AVE,,91316,10/24/2015,,168B129   206,GENERAL,South Valley,,O,34.1594,-118.52305,2015
699679,14356,,W,CALVERT,ST,,91401,10/23/2015,,177A151    35,GENERAL,South Valley,,O,34.18154,-118.44629,2015
699638,10605,,S,AVALON,BLVD,,90003,10/22/2015,12/3/2015,090A207   308,GENERAL,South Los Angeles,42,O,33.93992,-118.2654,2015
700300,1637,,N,VISTA,ST,,90046,10/24/2015,,147B181   241,GENERAL,Central,,O,34.10093,-118.35199,2015
737121,8657,,N,VALLEY FLORES,DR,,91304,9/22/2016,,195A091   182,GENERAL,North Valley,,O,34.22747,-118.64898,2016
700306,2710,,N,EASTERN,AVE,,90032,10/26/2015,,139-5A233  42,GENERAL,East Los Angeles,,O,34.07804,-118.17786,2015
700310,,,,,,,,10/26/2015,,129A221   356,GENERAL,East Los Angeles,,O,,,2015
700314,3809,,N,BOBSTONE,DR,,91423,10/26/2015,,162B157   788,GENERAL,South Valley,,O,34.13849,-118.42988,2015
700374,776,,N,PHEASANT,DR,,90065,10/27/2015,,150A223   164,GENERAL,East Los Angeles,,O,34.10628,-118.2129,2015
700376,2639,,N,PIRTLE,ST,,90039,10/27/2015,,147A213   125,GENERAL,East Los Angeles,,O,34.09751,-118.24494,2015
700379,501,,N,LILLIAN,WAY,,90004,10/27/2015,,141B185  1132,GENERAL,Central,,O,34.07922,-118.32851,2015
700384,541,,N,LILLIAN,WAY,,90004,10/27/2015,,141B185  1029,GENERAL,Central,,O,34.08009,-118.32851,2015
700425,4016,,N,PUEBLO,AVE,,90032,10/27/2015,,145-5A233 105,GENERAL,East Los Angeles,,O,34.09355,-118.17598,2015
700468,4022,,N,PUEBLO,AVE,,90032,10/27/2015,,145-5A233  96,GENERAL,East Los Angeles,,O,34.09368,-118.17592,2015
700492,1923,,E,NEW JERSEY,ST,,90033,10/28/2015,,129A221    48,GENERAL,East Los Angeles,,O,34.04898,-118.21493,2015
700494,7027,,W,CHARRICK,PL,,91042,10/28/2015,,198B201   342,GENERAL,North Valley,,O,34.23853,-118.28417,2015
700497,156,,S,LAS PALMAS,AVE,,90004,10/28/2015,,138B185   382,GENERAL,Central,,O,34.07199,-118.33578,2015
700498,151,,N,POINSETTIA,PL,,90036,10/28/2015,,138B181   595,GENERAL,Central,,O,34.07514,-118.34878,2015
700317,4124,,E,MERCURY,AVE,,90031,10/26/2015,,142-5A227 199,GENERAL,East Los Angeles,,O,34.08485,-118.19674,2015
700475,20557,,W,CALIFA,ST,,91367,10/27/2015,,174B109   112,GENERAL,South Valley,,O,34.17606,-118.58178,2015
700471,1617,,N,GARDNER,ST,,90046,10/27/2015,,147B177   558,GENERAL,Central,,O,34.10033,-118.35301,2015
700489,2293,,N,BRONSON HILL,DR,,90068,10/28/2015,,153A191   395,GENERAL,Central,,O,34.11233,-118.31614,2015
700525,161,,N,AVENUE 18,,,90031,10/28/2015,,139-5A219 141,GENERAL,East Los Angeles,,O,34.07475,-118.22455,2015
700530,1340,,E,MONTECITO,DR,,90031,10/28/2015,,144A227   251,GENERAL,East Los Angeles,,O,34.08913,-118.19703,2015
700826,2222,,S,WEST,BLVD,,90016,10/28/2015,,123B185   189,GENERAL,South Los Angeles,,O,34.03634,-118.33874,2015
700830,3256,,N,DOS PALOS,DR,,90068,10/28/2015,,159B181   827,GENERAL,South Valley,,O,34.12845,-118.3485,2015
700527,8301,,N,CANOGA,AVE,,91304,10/28/2015,,192B105   594,GENERAL,North Valley,,O,34.22025,-118.59769,2015
700548,631,,E,55TH,ST,,90011,10/28/2015,,108B205   544,GENERAL,South Los Angeles,,O,33.99258,-118.26408,2015
700637,18153,,W,LEMAY,ST,,91335,10/28/2015,,180B125   288,GENERAL,South Valley,,O,34.19128,-118.52916,2015
700673,919,,E,61ST,ST,,90001,10/28/2015,,105B209   100,GENERAL,South Los Angeles,,O,33.98458,-118.25891,2015
700807,1528,,S,DUNSMUIR,AVE,,90019,10/28/2015,,126B177    44,GENERAL,Central,,O,34.04555,-118.35473,2015
700531,2523,,N,WILD OAK,DR,,90068,10/28/2015,,153B193    89,GENERAL,Central,,O,34.11626,-118.31109,2015
700829,3416,,N,FLOYD,TER,,90068,10/28/2015,,159B181   124,GENERAL,South Valley,,O,34.13404,-118.34365,2015
700844,17530,,W,COHASSET,ST,,91406,10/29/2015,,186B129   545,GENERAL,South Valley,,O,34.20673,-118.51542,2015
701102,801,,E,61ST,ST,,90001,10/29/2015,,105B205   511,GENERAL,South Los Angeles,,O,33.98453,-118.26102,2015
700876,3953,,E,SEQUOIA,ST,,90039,10/29/2015,,162B205   262,CNAP,East Los Angeles,,O,34.13631,-118.27161,2015
700877,9988,,W,REEVESBURY,DR,,90210,10/29/2015,,150B153    54,GENERAL,West Los Angeles,,O,34.11135,-118.43709,2015
700881,3959,,E,SEQUOIA,ST,,90039,10/29/2015,,162B205   261,CNAP,East Los Angeles,,O,34.13631,-118.27144,2015
701116,2152,,W,30TH,ST,,90018,10/30/2015,,120B189   368,GENERAL,South Los Angeles,,O,34.02728,-118.31363,2015
701120,3038,,S,9TH,AVE,,90018,10/30/2015,,120B185   662,GENERAL,South Los Angeles,,O,34.02644,-118.32702,2015
701123,2918,,S,VICTORIA,AVE,,90016,10/30/2015,,120B185   106,GENERAL,South Los Angeles,,O,34.02874,-118.33621,2015
701124,2507,,S,HARCOURT,AVE,,90016,10/30/2015,,123B181   732,GENERAL,South Los Angeles,,O,34.03363,-118.34583,2015
737167,15517,,W,WYANDOTTE,ST,,91406,9/22/2016,,186B145   758,PACE,South Valley,,O,34.20311,-118.47118,2016
737174,14125,,W,ARCHWOOD,ST,,91405,9/22/2016,,180B153    89,GENERAL,South Valley,,O,34.19305,-118.44091,2016
737176,1159,,E,28TH,ST,,90011,9/22/2016,,117A211    44,GENERAL,South Los Angeles,,O,34.01609,-118.25376,2016
737178,2621,,N,GRIFFITH PARK,BLVD,,90039,9/22/2016,,150A205   181,GENERAL,East Los Angeles,,O,34.10556,-118.27208,2016
737180,4886,,N,AVOCA,ST,,90041,9/22/2016,,160-5A227 100,GENERAL,East Los Angeles,,O,34.13513,-118.19625,2016
737127,15112,,W,WYANDOTTE,ST,,91405,9/22/2016,,186B145   804,PACE,South Valley,,O,34.2029,-118.46217,2016
701373,847,,N,HOBART,BLVD,,90029,10/31/2015,,141B193   176,GENERAL,Central,,O,34.08599,-118.30524,2015
701125,5247,,W,ADAMS,BLVD,,90016,10/30/2015,,123B177   906,GENERAL,South Los Angeles,,O,34.03265,-118.35676,2015
701137,8967,,N,TELFAIR,AVE,,91352,10/30/2015,,195B165   273,GENERAL,North Valley,,O,34.23207,-118.39245,2015
701369,11044,,W,OPHIR,DR,,90024,10/31/2015,,135B149   198,GENERAL,West Los Angeles,,O,34.06812,-118.45279,2015
701372,140,,S,ROSELAWN,PL,,90042,10/31/2015,,150A227    24,GENERAL,East Los Angeles,,O,34.10735,-118.19433,2015
737206,1643,,W,85TH,ST,,90047,9/22/2016,,097-5A195 203,PACE,South Los Angeles,,O,33.96102,-118.30618,2016
701394,14432,,W,RAYEN,ST,,91402,11/2/2015,,195B149   230,GENERAL,North Valley,,O,34.23232,-118.44697,2015
701397,7728,,N,SHADYCOVE,AVE,,91504,11/2/2015,,189B181   568,GENERAL,North Valley,,O,34.21153,-118.34455,2015
701400,1739,,N,BANNING,BLVD,,90744,11/2/2015,,039B209   313,GENERAL,Harbor,,O,33.79876,-118.26013,2015
701402,26232,,S,ZEPHYR,AVE,,90710,11/2/2015,,033B193   560,GENERAL,Harbor,,O,33.78423,-118.30584,2015
701405,3655,,S,5TH,AVE,,90018,11/2/2015,,120B189  1534,GENERAL,South Los Angeles,,O,34.02127,-118.32252,2015
701414,3205,,N,DOS PALOS,DR,,90068,11/2/2015,,157-5A181 104,GENERAL,South Valley,,O,34.12716,-118.3482,2015
701415,2245,,W,25TH,ST,,90018,11/2/2015,,123B189   474,GENERAL,South Los Angeles,,O,34.03396,-118.31613,2015
701418,645,,W,FLORENCE,AVE,,90044,11/2/2015,,102B201   844,GENERAL,South Los Angeles,,O,33.97482,-118.28502,2015
701420,326,,E,98TH,ST,,90003,11/2/2015,,093A205   380,GENERAL,South Los Angeles,,O,33.94718,-118.26859,2015
701625,4847,,W,BEVERLY,BLVD,,90004,11/3/2015,,138B189   379,GENERAL,Central,,O,34.07634,-118.31507,2015
701638,320,,S,HIGHLAND,AVE,,90020,11/3/2015,,135B185   147,GENERAL,Central,,O,34.06815,-118.33838,2015
701407,747,,E,MANCHESTER,AVE,,90001,11/2/2015,,097-5A207 270,GENERAL,South Los Angeles,,O,33.96031,-118.26136,2015
701408,7501,,S,MAIN,ST,,90003,11/2/2015,,102B201  1373,GENERAL,South Los Angeles,,O,33.9716,-118.27408,2015
701427,17828,,W,TRIBUNE,ST,,91344,11/3/2015,,207B129   116,GENERAL,North Valley,,O,34.26715,-118.52257,2015
701568,229,,W,71ST,ST,,90003,11/3/2015,,102B201   608,GENERAL,South Los Angeles,,O,33.9757,-118.27718,2015
701569,5511,,S,BROADWAY,,,90037,11/3/2015,,108B201   834,GENERAL,South Los Angeles,,O,33.99204,-118.27864,2015
701659,17001,,W,MOONCREST,DR,,91436,11/3/2015,,165B133   365,GENERAL,South Valley,,O,34.14752,-118.50383,2015
701662,150,,N,LARCHMONT,BLVD,,90004,11/3/2015,,138B189   734,GENERAL,Central,,O,34.07452,-118.32343,2015
701674,1850,,W,80TH,ST,,90047,11/3/2015,,099B193  1027,GENERAL,South Los Angeles,,O,33.96628,-118.31085,2015
701677,1770,,E,22ND,ST,,90058,11/3/2015,,117A215    23,GENERAL,South Los Angeles,,O,34.01642,-118.24053,2015
701836,13455,,W,CREWE,ST,,91405,11/4/2015,,183B157   587,CNAP,South Valley,,O,34.19674,-118.42654,2015
701852,1213,,W,66TH,ST,,90044,11/4/2015,,102B197   135,GENERAL,South Los Angeles,,O,33.97924,-118.29639,2015
701863,1241,,W,45TH,ST,,90037,11/4/2015,,111B197   184,GENERAL,South Los Angeles,,O,34.00279,-118.2974,2015
701864,3648,,S,3RD,AVE,,90018,11/4/2015,,120B189  1508,GENERAL,South Los Angeles,,O,34.0214,-118.31997,2015
701866,9688,,N,VARNA,AVE,,91331,11/4/2015,,201B153   602,GENERAL,North Valley,,O,34.24642,-118.4444,2015
701944,9757,,N,GLENOAKS,BLVD,,91352,11/4/2015,,201B169    92,GENERAL,North Valley,,O,34.24695,-118.38482,2015
701945,714,,E,46TH,ST,,90011,11/4/2015,,112-5A207 270,GENERAL,South Los Angeles,,O,34.00143,-118.26312,2015
701661,916,,E,91ST,ST,,90002,11/3/2015,,094-5A209 106,GENERAL,South Los Angeles,,O,33.95368,-118.25798,2015
701738,1520,,S,CARMONA,AVE,,90019,11/3/2015,,129B177  1335,GENERAL,Central,,O,34.0468,-118.35861,2015
701841,2431,,N,SAN MARCO,DR,,90068,11/4/2015,,153A187    52,GENERAL,Central,,O,34.1153,-118.33147,2015
701851,2447,,N,SOLAR,DR,,90046,11/4/2015,,153B177   312,GENERAL,South Valley,,O,34.11584,-118.35488,2015
701857,1819,,N,VISTA,ST,,90046,11/4/2015,,150B181   639,GENERAL,Central,,O,34.10412,-118.35198,2015
701865,6345,,W,BRYN MAWR,DR,,90068,11/4/2015,,153A187   262,GENERAL,Central,,O,34.11306,-118.32759,2015
737215,1613,,W,85TH,ST,,90047,9/22/2016,,097-5A195 197,PACE,South Los Angeles,,O,33.96103,-118.30519,2016
737222,1549,,W,85TH,ST,,90047,9/22/2016,,097-5A195 192,PACE,South Los Angeles,,O,33.96103,-118.30417,2016
737239,1443,,W,85TH,ST,,90047,9/22/2016,,097-5A195 179,PACE,South Los Angeles,,O,33.96104,-118.30182,2016
737241,1433,,W,85TH,ST,,90047,9/22/2016,,097-5A195 177,PACE,South Los Angeles,,O,33.96105,-118.30149,2016
701963,115,,W,14TH,PL,,90015,11/5/2015,,124-5A207 127,GENERAL,Central,,O,34.03608,-118.26138,2015
701973,4975,,S,CENTRAL,AVE,,90011,11/5/2015,,111A209   306,GENERAL,South Los Angeles,,O,33.9978,-118.25665,2015
701975,25,,E,HURRICANE,ST,,90292,11/5/2015,,102A147    13,GENERAL,West Los Angeles,,O,33.97532,-118.46261,2015
701976,340,,S,BROADWAY,,,90013,11/5/2015,,130-5A211 159,GENERAL,Central,,O,34.04993,-118.2487,2015
701978,967,,S,LORENA,ST,,90023,11/5/2015,,121-5A225 240,GENERAL,East Los Angeles,,O,34.02605,-118.20226,2015
701984,4467,,E,KEWANEE,ST,,90032,11/5/2015,,141A229   220,GENERAL,East Los Angeles,,O,34.08089,-118.18882,2015
701991,7811,,N,IRVINE,AVE,,91605,11/5/2015,,189B169   695,GENERAL,North Valley,,O,34.21241,-118.38572,2015
701993,4030,,S,BROADWAY,,,90037,11/5/2015,,115-5A203 204,CNAP,South Los Angeles,,O,34.01051,-118.27815,2015
701996,7926,,N,WISH,AVE,,91406,11/5/2015,,189B133   512,GENERAL,South Valley,,O,34.21474,-118.50623,2015
701999,14728,,W,CALVERT,ST,,91411,11/5/2015,,177A149    27,GENERAL,South Valley,,O,34.18151,-118.45412,2015
702000,8231,,N,SEPULVEDA,PL,,91402,11/5/2015,,192B145   476,GENERAL,North Valley,,O,34.22064,-118.46637,2015
702006,23821,,W,CALVERT,ST,,91367,11/5/2015,,177B089   353,GENERAL,South Valley,,O,34.18194,-118.64551,2015
702007,22848,,W,BURBANK,BLVD,,91367,11/5/2015,,174B097   621,GENERAL,South Valley,,O,34.17173,-118.62503,2015
701956,6823,,W,DE LONGPRE,AVE,,90028,11/4/2015,,147A185   224,GENERAL,Central,,O,34.09625,-118.33943,2015
702011,846,,W,29TH,ST,,90731,11/5/2015,,009B197  1060,GENERAL,Harbor,,O,33.71897,-118.29648,2015
702012,156,,E,79TH,ST,,90003,11/5/2015,,099B205   634,GENERAL,South Los Angeles,,O,33.96776,-118.27196,2015
702016,14550,,W,BURBANK,BLVD,,91411,11/6/2015,,174B149   900,CNAP,South Valley,,O,34.17189,-118.4505,2015
702017,19542,,W,BASSETT,ST,,91335,11/6/2015,,183B117   805,CNAP,South Valley,,O,34.19592,-118.55938,2015
702071,19100,,W,VENTURA,BLVD,,91356,11/6/2015,,174B121   460,GENERAL,South Valley,,O,34.17237,-118.54897,2015
702073,108,,E,REES,ST,,90293,11/6/2015,,096B149   691,GENERAL,West Los Angeles,,O,33.95589,-118.44878,2015
702179,4107,,S,BROADWAY,,,90037,11/6/2015,,115-5A203 343,GENERAL,South Los Angeles,,O,34.00894,-118.27858,2015
702032,5702,,S,BROADWAY,,,90037,11/6/2015,,108B201  1132,GENERAL,South Los Angeles,,O,33.99041,-118.27809,2015
702197,503,,E,33RD,ST,,90011,11/6/2015,,118-5A207 363,GENERAL,South Los Angeles,,O,34.01709,-118.26644,2015
702235,12515,,W,SHERMAN,WAY,,91605,11/9/2015,,183B161    21,GENERAL,South Valley,,O,34.20136,-118.40573,2015
702246,944,,W,20TH,ST,,90007,11/9/2015,,124-5A203  89,GENERAL,South Los Angeles,,O,34.03602,-118.28011,2015
702258,952,,N,LUCILE,AVE,,90026,11/9/2015,,142-5A201  23,GENERAL,East Los Angeles,,O,34.08661,-118.2817,2015
702034,645,,E,MANCHESTER,AVE,,90001,11/6/2015,,097-5A207 285,GENERAL,South Los Angeles,,O,33.9603,-118.26346,2015
702208,17854,,W,VALERIO,ST,,91335,11/6/2015,,186B129   904,GENERAL,South Valley,,O,34.20466,-118.52269,2015
702037,4210,,W,TRACY,ST,,90027,11/6/2015,,150B201   528,GENERAL,Central,,O,34.10818,-118.28236,2015
737254,901,,E,YOAKUM,ST,,90032,9/22/2016,,145-5A231   4,GENERAL,East Los Angeles,,O,34.09485,-118.18198,2016
737256,13427,,W,INWOOD,DR,,91423,9/22/2016,,162B157   641,GENERAL,South Valley,,O,34.14007,-118.42532,2016
737273,1245,,W,84TH,ST,,90044,9/22/2016,,097-5A197  48,PACE,South Los Angeles,,O,33.96284,-118.2974,2016
737290,1321,,W,84TH,ST,,90044,9/22/2016,,097-5A197  61,PACE,South Los Angeles,,O,33.96257,-118.29894,2016
737293,1321,,W,84TH,ST,,90044,9/22/2016,,097-5A197  61,PACE,South Los Angeles,,O,33.96257,-118.29894,2016
702262,14625,,W,PARTHENIA,ST,,91402,11/9/2015,,195B149   597,GENERAL,North Valley,,O,34.22779,-118.45088,2015
702278,542,,E,SUNSET,AVE,,90291,11/9/2015,,111B145  1348,GENERAL,West Los Angeles,,O,33.99703,-118.47124,2015
702297,433,,S,BEVERLY GLEN,BLVD,,90024,11/9/2015,,138B157    70,GENERAL,West Los Angeles,,O,34.07427,-118.43162,2015
702299,3922,,W,SUNSET,BLVD,,90029,11/10/2015,,145-5A203 376,GENERAL,East Los Angeles,,O,34.09204,-118.28023,2015
702308,2701,,S,GLENDON,AVE,,90064,11/10/2015,,123B157   317,GENERAL,West Los Angeles,,O,34.03542,-118.42358,2015
702316,8357,,W,YUCCA,TR,,90046,11/10/2015,,150A175   345,GENERAL,Central,,O,34.10436,-118.37239,2015
702318,3028,,W,74TH,ST,,90043,11/10/2015,,102B189  1772,GENERAL,South Los Angeles,,O,33.97258,-118.32622,2015
702326,9014,,N,SWINTON,AVE,,91343,11/10/2015,,195B137   102,GENERAL,North Valley,,O,34.23435,-118.48607,2015
702301,332,,E,74TH,ST,,90003,11/10/2015,,102B205  1199,GENERAL,South Los Angeles,,O,33.9729,-118.26831,2015
702286,3307,,N,DERONDA,DR,,90068,11/9/2015,,157-5A191  11,GENERAL,Central,,O,34.12776,-118.31952,2015
702287,6248,,W,PRIMROSE,AVE,,90068,11/9/2015,,151-5A189 238,GENERAL,Central,,O,34.10956,-118.32486,2015
702416,5408,,W,ADAMS,BLVD,,90016,11/10/2015,,123B177  1046,GENERAL,South Los Angeles,,O,34.03231,-118.36083,2015
702424,3428,,S,WEST,BLVD,,90016,11/10/2015,,120B181   919,GENERAL,South Los Angeles,,O,34.0247,-118.34155,2015
702419,6101,,W,PICKFORD,PL,,90035,11/10/2015,,129B173  1027,GENERAL,Central,,O,34.04816,-118.37533,2015
702425,2406,,S,SHENANDOAH,ST,,90034,11/10/2015,,126B169  1056,GENERAL,South Los Angeles,,O,34.03957,-118.38477,2015
702465,571,,N,PASEO MIRAMAR,,,90272,11/10/2015,,129B117   106,GENERAL,West Los Angeles,,O,34.04678,-118.55714,2015
702474,14260,,W,BEAVER,ST,,91342,11/12/2015,,219B153   237,GENERAL,North Valley,,O,34.29798,-118.44405,2015
702421,1342,,S,TREMAINE,AVE,,90019,11/10/2015,,129B181   616,GENERAL,Central,,O,34.0501,-118.34007,2015
702479,955,,N,EAST EDGEWARE,ROAD,,90026,11/12/2015,,138A211   284,GENERAL,East Los Angeles,,O,34.07113,-118.25347,2015
702483,1543,,S,LIVONIA,AVE,,90035,11/12/2015,,129B169   510,GENERAL,Central,,O,34.05117,-118.3866,2015
702532,8803,,S,BROADWAY,,,90003,11/12/2015,,096A203   224,GENERAL,South Los Angeles,,O,33.95722,-118.27843,2015
702540,19737,,W,VENTURA,BLVD,,91367,11/12/2015,,174B117   319,GENERAL,South Valley,,O,34.17266,-118.56357,2015
702542,8969,,N,LANKERSHIM,BLVD,,91352,11/12/2015,,195B169   154,GENERAL,North Valley,,O,34.23259,-118.38803,2015
702544,9622,,N,STANWIN,AVE,,91331,11/12/2015,,201B157   684,GENERAL,North Valley,,O,34.24497,-118.4306,2015
702545,1908,,E,110TH,ST,,90059,11/12/2015,,088-5A215 485,GENERAL,South Los Angeles,,O,33.93505,-118.23866,2015
702422,4710,,W,PICKFORD,ST,,90019,11/10/2015,,126B181   898,GENERAL,South Los Angeles,,O,34.04119,-118.34264,2015
702478,139,,E,83RD,ST,,90003,11/12/2015,,099B205  1418,GENERAL,South Los Angeles,,O,33.96383,-118.27251,2015
702535,6639,,N,BLUCHER,AVE,,91406,11/12/2015,,180B141   268,GENERAL,South Valley,,O,34.19148,-118.47287,2015
